scenario_id,region_name,location_address,complainant_location_text,smell_type,smell_intensity,smell_duration,suspected_location_text,out__claude-opus-4-8
278,제주도,제주시,부영5차아파트제주502동,퇴비 냄새,미언급,아주 잠깐 한 10분 정도만 지속되다가 사라짐,미언급,"상담원: 안녕하세요. 제주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 집에서 자꾸 이상한 냄새가 남서 전화했수다. 창문 열어놓으민 못 견디쿠다.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 그 왜 밭에 뿌리는 거름 있지 않으꽈. 딱 그 퇴비 냄새라마씸. 코 찌르는 게 영 고약허우다.

상담원: 퇴비 냄새로 확인되었습니다. 지금 계신 위치가 어디신지 알려주시겠어요?

민원인: 여기 부영5차아파트라마씸. 502동에 살암수다. 오늘 아침부터 냄새가 훅 올라와서 정신이 하나도 어시.

상담원: 부영5차아파트 502동이시군요. 혹시 그 냄새가 계속 이어지던가요, 아니면 잠깐 났다가 사라지던가요?

민원인: 계속 나는 건 아니라마씸. 한 십 분쯤 확 나다가 어느 순간 슥 어서져불어. 게난 더 답답허우다게.

상담원: 잠깐 나타났다가 금방 사라지는 형태로군요. 혹시 냄새가 어느 방향에서 오는지 짐작 가는 곳이 있으신가요?

민원인: 그건 잘 모르쿠다. 어디서 오는지 딱 집어지진 안 헌디, 아무튼 밭 쪽에서 넘어오는 거 닮수다.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
279,충청도,세종,나릿재마을2단지,소독약 냄새,한두 시간 뒤 많이 약해짐,미언급,미언급,"상담원: 안녕하세요. 세종시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 예, 저기 나릿재마을2단지 사는 사람인디유. 아침부터 웬 냄새가 나서 통 못 살겠슈.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 구체적으로 말씀해 주시겠어요?

민원인: 그게 꼭 병원서 나는 소독약 냄새 같어유. 코가 다 찡할 정도로 독허네유.

상담원: 소독약 냄새군요. 지금 계신 위치가 나릿재마을2단지가 맞으실까요?

민원인: 맞어유, 2단지 아파트유. 창문 열어놨다가 냄새 땜에 얼른 닫어버렸슈.

상담원: 알겠습니다. 그 냄새 강도가 계속 그대로인가요, 아니면 변화가 있으신가요?

민원인: 처음엔 아주 심했는디 한두 시간 지나니께 많이 약해지기는 하대유. 그래두 영 찜찜혀유.

상담원: 그러셨군요. 냄새가 나기 시작한 시간이나 지속된 시간은 대략 기억나시나요?

민원인: 아이구, 그건 시계를 안 봐서 잘 모르겄네유. 아무튼 갑자기 확 나서 놀랬슈.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
280,강원도,원주시,덕산아파트,소똥 냄새,바람이 불면 심해졌다가 잦아들면 약해짐,지속시간 확인 안 됨,미언급,"상담원: 안녕하세요. 원주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여보세요. 우리 동네에 냄새가 너무 심해가지고 전화했잖소. 며칠째 이러니까 아주 답답해 죽겠소.

상담원: 불편을 드려 죄송합니다. 어떤 냄새가 나는지 좀 더 자세히 말씀해 주시겠어요?

민원인: 그게 딱 소똥 냄새래요. 시골에서 나는 그 거름 냄새 있잖소. 창문을 못 열 정도로 진동을 하니까 아주 골치가 아프우야.

상담원: 알겠습니다. 지금 어디에서 냄새를 느끼고 계신지 위치를 알려 주시겠어요?

민원인: 여기 덕산아파트래요. 우리 집이 여기 있는데 아침저녁으로 냄새가 밀려들어와가지고 영 못 살겠소.

상담원: 네, 덕산아파트요. 그럼 냄새 강도는 계속 일정한가요, 아니면 변화가 있나요?

민원인: 그게 바람이 확 불면 확 심해졌다가 또 바람이 잦아들면 좀 약해지고 그러우야. 바람 부는 날은 아주 코를 못 대겠소.

상담원: 그렇군요. 혹시 냄새가 하루 중 어느 시간대에 지속되는지 확인이 되시나요?

민원인: 그건 딱 잘 모르겠소. 어떤 날은 아침에 심하고 어떤 날은 저녁에 나고, 시간이 일정하질 않으니까 나도 헷갈리우야.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
281,경상도,거창군,삼아그린타운,암모니아 냄새,처음에는 약하다가 점점 심해짐,정확한 시작 시점 모름,미언급,"상담원: 안녕하세요. 거창군 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 예. 저기 냄새 땜에 전화했는데예. 아까부터 집 안까지 냄새가 스며들어가 도저히 몬 있겠심더.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주실 수 있을까요?

민원인: 이게 뭐랄까, 코를 팍 찌르는 게 꼭 오줌 지린내 같은 거 있잖심꺼. 암모니아 냄새 그거라예. 눈까지 시큰시큰하다카이... 아이 그런 냄새라예.

상담원: 알겠습니다. 지금 계신 위치가 어디신지 여쭤봐도 될까요?

민원인: 여어 삼아그린타운입니더. 아파트 이짝인데, 창문을 열어놓으모 그냥 확 들어와가 미치겠어예.

상담원: 네, 삼아그린타운이시군요. 혹시 냄새 강도는 계속 일정한가요, 아니면 변화가 있나요?

민원인: 처음에는 그래 안 심했거든예. 근데 시간 지날수록 점점 더 독해지가 인자는 머리가 다 아프다니까네. 이래 갈수록 심해지니까 참말로 걱정돼예.

상담원: 그러셨군요. 이 냄새가 대략 언제부터 시작됐는지 기억나시나요?

민원인: 그기 참... 언제부터라고 딱 짚기가 어렵네예. 정신 채리보이까 이미 냄새가 나고 있어가... 시작한 때는 잘 모르겠심더.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
282,전라도,순천시,조례주공6단지,거름 냄새,비 오기 전에 더 심해짐,미언급,미언급,"상담원: 안녕하세요. 순천시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아 예, 여그 조례주공6단지 사는 사람인디, 요새 냄새가 하도 심해서 전화했당께요. 창문을 못 열고 살어라.

상담원: 불편하셨겠습니다. 어떤 종류의 냄새인지 조금 더 구체적으로 말씀해 주시겠어요?

민원인: 뭐랄까, 거름 냄새라고 해야 쓰까. 딱 밭에 뿌리는 그 두엄 냄새처럼 퀴퀴하고 시큼헌 그런 냄새요잉.

상담원: 네, 거름 냄새라고 이해하겠습니다. 지금 거주하시는 곳이 조례주공6단지 맞으신가요?

민원인: 맞어라. 6단지 아파트인디, 우리 동은 냄새가 진짜 코를 찔러부러요. 아그들이 냄새난다고 난리라니께.

상담원: 그러셨군요. 혹시 냄새가 특히 심해지는 때가 있으신가요?

민원인: 이상허게 비 오기 전에 유독 더 심해져붕께. 하늘이 꾸무럭허면 아, 오늘 또 냄새 나겄구나 싶어라.

상담원: 알겠습니다. 냄새가 어느 방향에서 나는지 짐작 가는 곳이 있으신가요?

민원인: 그거는 나도 잘 모르겄어라. 그냥 바람 불면 확 몰려온께 어디서 오는지는 도통 모르겄당께요.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
283,제주도,제주시,노형정든마을주공1단지105동,생선 내장 냄새,미언급,지난 2주간 매일 새벽 1시부터 3시 사이,천문과학문화관,"상담원: 안녕하세요. 제주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 안녕허우꽈. 다름이 아니고 우리 동네에 냄새가 하도 심허영 전화 걸엄수다. 밤마다 못 살아지크라.

상담원: 불편을 드려 죄송합니다. 혹시 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주실 수 있을까요?

민원인: 게메마씸, 무신 생선 내장 썩은 냄새라부난. 코를 확 찌르는 게 비린내가 아주 지독허우다.

상담원: 생선 내장 냄새시군요. 지금 계신 위치가 어디신지 알려주시겠어요?

민원인: 예, 노형정든마을주공1단지 105동이우다. 여기 사람덜이 다 죽어나 살아나 냄새 땜에 난리라마씸.

상담원: 노형정든마을주공1단지 105동 확인했습니다. 혹시 냄새가 특정 시간대에 더 심하게 나는 편인가요?

민원인: 게난 이상헌 게, 낮엔 괜찮은디 새벽에만 남수다. 새벽 한 시부터 세 시 사이엔 창문도 못 열어마씀.

상담원: 그러면 최근 며칠 정도 그런 증상이 계속되고 있으신가요?

민원인: 벌써 이 주 됐수다게. 하루도 안 빠지고 매날 새벽마다 나난 잠을 못 자크라. 어디서 나는 건지 원.

상담원: 많이 힘드셨겠습니다. 혹시 냄새의 원인으로 짐작 가는 장소가 있으신가요?

민원인: 아무래도 저 천문과학문화관 쪽에서 남는 것 닮수다. 바람 불엄시민 그쪽에서 확 넘어오난 게.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
284,충청도,대전,버드내2단지 205동 근처,동물 사체 썩는 냄새,미언급,지속시간은 체크하지 않아서 모름,미언급,"상담원: 안녕하세요. 대전시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 냄새 땜에 도저히 못 살겄어유. 어디 짐승이 죽은 건지 썩는 냄새가 진동을 혀유.

상담원: 불편을 드려 죄송합니다. 혹시 어떤 냄새인지 조금 더 구체적으로 말씀해 주시겠어요?

민원인: 그게 딱 동물 사체 썩는 그런 냄새여유. 코를 찌르는 게 아주 역겨워서 속이 다 울렁거려유.

상담원: 알겠습니다. 지금 계신 위치를 알려주실 수 있으신가요?

민원인: 여기 버드내2단지 205동 근처인디, 아파트 앞으로 나가믄 그쪽에서 특히 심하게 나유.

상담원: 네, 그러면 냄새가 시간이 지나면서 더 심해지거나 약해지는 변화가 있으셨나요?

민원인: 아유, 그건 잘 모르겄네유. 그냥 나갈 때마다 훅 끼쳐서 신경 쓸 겨를도 없었슈.

상담원: 그러셨군요. 혹시 이 냄새가 언제부터 났는지, 얼마나 지속되고 있는지 기억나시나요?

민원인: 그것도 딱히 시간을 재본 게 아니라서 모르겄어유. 그냥 며칠 전부터 계속 이러는 것 같긴 헌디, 아무튼 빨리 좀 봐 주셔유.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
285,강원도,원주시,원주 봉화산 푸르지오,코크스 냄새,안개 낀 아침 유난히 심해짐,미언급,미언급,"상담원: 안녕하세요. 원주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아, 예. 저기 요새 냄새가 하도 심해서 전화 드렸소. 아침마다 무슨 탄내 같은 게 확 올라오는데 도저히 못 살겠소.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주실 수 있을까요?

민원인: 그게 뭐랄까, 연탄 태우는 거 같기도 하고 시커먼 코크스 냄새 같은 그런 냄새래요. 매캐하니 목이 다 칼칼하잖소.

상담원: 코크스 냄새로 확인하겠습니다. 지금 계신 위치가 어디신지 알려주시겠어요?

민원인: 여기 원주 봉화산 푸르지오 아파트요. 여기 사는데 창문을 못 열겠소, 냄새 땜에.

상담원: 봉화산 푸르지오 확인했습니다. 혹시 냄새가 특별히 심해지는 때가 있으신가요?

민원인: 그게 참 이상한 게, 안개 낀 아침에 유난히 더 심해지우야. 안개만 끼면 그 냄새가 아주 땅바닥에 깔려가지고 코를 못 대겠소.

상담원: 알겠습니다. 냄새가 어느 방향에서 오는지 짐작 가시는 곳이 있으신지요?

민원인: 그건 잘 모르겠소. 그냥 아침이면 어디서 오는지도 모르게 확 밀려드니 원, 답답하기만 하잖소. 빨리 좀 알아봐 주소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
286,경상도,경주시,블루엔젤풀빌라A 맞은편,비닐 냄새,미언급,미언급,뉴대한공인중개사사무소,"상담원: 안녕하세요. 경주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 냄새가 너무 심해가 전화했심더. 요 며칠 계속 이상한 냄새가 나는데 도저히 못 참겠어예.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 뭐랄까, 비닐 태우는 것맨치로 그런 냄새라예. 코가 딱 찌르는 게 영 안 좋습니더.

상담원: 알겠습니다. 지금 계신 위치가 어디쯤인지 알려주실 수 있을까요?

민원인: 여가 블루엔젤풀빌라A 있잖습니꺼. 그 맞은편에 살고 있는데, 여서 냄새가 아주 진동을 합니더.

상담원: 위치 확인했습니다. 혹시 냄새가 특별히 심하게 나는 방향이나 짐작 가는 곳이 있으신가요?

민원인: 저짝 뉴대한공인중개사사무소 근처서 나는 거 같던데예. 그쪽에서 뭘 태우는 건지 원, 창문도 못 열고 답답해 죽겠심더.

상담원: 말씀 감사합니다. 그 부근을 중심으로 확인해 보겠습니다.

민원인: 예, 좀 퍼뜩 봐주이소. 이래가 계속 사는 게 여간 힘든 게 아입니더.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
287,전라도,전주덕진구,에코시티 휴먼빌아파트,쇳가루 냄새,미언급,미언급,미언급,"상담원: 안녕하세요. 전주덕진구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 안녕하세요잉. 우리 동네가 요새 냄새 땜에 아주 못살겄어라. 창문을 못 열어불겄당께.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새가 나는지 조금 더 자세히 말씀해 주시겠어요?

민원인: 뭐랄까, 무슨 쇳가루 같은 냄새가 나요잉. 코가 찡허니 쇠 만지고 난 그런 냄새랑께.

상담원: 알겠습니다. 지금 계신 위치나 주소를 말씀해 주시겠어요?

민원인: 여그 에코시티 휴먼빌아파트여라. 아파트 단지 안에까지 냄새가 훅 들어와분당께.

상담원: 확인했습니다. 그 냄새가 특정 시간대에 더 심해지거나 약해지는 변화가 있으신가요?

민원인: 그건 잘 모르겄어라. 그냥 어쩔 땐 확 나고 어쩔 땐 좀 덜허고 그런 거 같은디, 딱 언제라고는 못 짚겄네요잉.

상담원: 그러시군요. 혹시 냄새가 어디서 흘러오는지 짐작 가시는 곳이 있으실까요?

민원인: 그것도 당최 모르겄당께. 워디서 오는지 알아야 신고를 허지, 그냥 냄새만 나니께 답답혀 죽겄어라.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
288,제주도,제주시,대신빌라,거름 냄새,미언급,미언급,미언급,"상담원: 안녕하세요. 제주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 냄새가 하영 심헌디 어디 신고를 해사 될지 몰랑 전화했수다. 코가 다 아플 정도라마씀.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 이거 뭐 거름 냄새우다게. 밭에 뿌리는 그 두엄 냄새 있잖수과, 그 쿰쿰헌 냄새가 코를 확 찌르는 거라마씀.

상담원: 거름 냄새시군요. 지금 계신 위치가 어디신지 알려주시겠어요?

민원인: 제주시 대신빌라옌 헌 데 살암수다. 창문 딱 열민 그 냄새가 방 안까지 막 들어와부난 못 살키여.

상담원: 대신빌라시군요. 혹시 냄새가 어느 방향에서 나는지, 짐작 가는 곳이 있으신가요?

민원인: 그건 잘 모르쿠다. 어디서 나는지사 콕 집엉 말은 못 허키여마씀. 그냥 밖에 나가민 온 동네가 다 그 냄새라부난.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
289,충청도,홍성군,구항 온누리아파트,오폐수 냄새,미언급,미언급,미언급,"상담원: 안녕하세요. 홍성군 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아 예, 여기 구항 온누리아파트에 사는 사람인디유. 요새 집에서 무슨 하수구 썩는 냄새 같은 게 자꾸 올라와서 못 살겄어유.

상담원: 불편을 드려 죄송합니다. 혹시 어떤 냄새인지 조금 더 구체적으로 말씀해 주실 수 있을까요?

민원인: 그게 뭐랄까, 오폐수 냄새라고 해야 하나. 하수 처리 안 된 물 썩는 그런 퀴퀴한 냄새여유. 코를 찌르는 게 아주 고약혀유.

상담원: 알겠습니다. 지금 계신 위치가 구항 온누리아파트 맞으신가요?

민원인: 예예, 맞아유. 온누리아파트 단지 안이구먼유. 저희 동만 그런 건지 다른 데도 그런 건지는 잘 모르겄네유.

상담원: 확인 감사합니다. 혹시 냄새 정도가 계속 심한 편인가요, 아니면 시간대에 따라 달라지나요?

민원인: 뭐 딱히 언제라고는 못 하겄구, 그냥 시도 때도 없이 올라올 때가 있슈. 창문 열어놓으면 확 들어오니께 답답혀 죽겄어유.

상담원: 그러셨군요. 혹시 냄새가 어느 쪽에서 나는지 짐작 가시는 곳이 있으신가요?

민원인: 그건 나도 잘 모르겄슈. 어디서 나는 건지 알믄 벌써 신고했지유. 아무튼 좀 빨리 와서 봐 주셨으면 좋겄네유.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
290,강원도,영월군,하송4주공아파트 앞,화학약품 냄새,시간이 지날수록 심해짐,미언급,미언급,"상담원: 안녕하세요. 영월군 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 냄새 때메 전화 좀 했소. 아까부터 이상한 냄새가 진동을 해가지고 도저히 못 견디겠단 말이래요.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주실 수 있을까요?

민원인: 그게 뭐 무슨 화학약품 같은 냄새가 나요. 코를 확 찌르는 게 페인트인지 약품인지, 아주 머리가 다 지끈거리잖소.

상담원: 알겠습니다. 지금 계신 위치가 어디쯤인지 알려 주시겠어요?

민원인: 여기 하송4주공아파트 앞이래요. 아파트 바로 앞에서 냄새가 아주 대단하게 올라오우야.

상담원: 네, 하송4주공아파트 앞이시군요. 그럼 냄새 강도는 어떤가요? 계속 비슷한지, 아니면 변화가 있는지요.

민원인: 이게 처음엔 좀 나다 말겠거니 했는데, 시간이 지날수록 점점 더 심해지잖소. 지금은 창문도 못 열겠소.

상담원: 그러셨군요. 혹시 냄새가 나는 방향이나 짐작되는 발생지가 있으신가요?

민원인: 그건 나도 잘 모르겠소. 어디서 오는지는 몰라도 하여튼 아파트 앞이 제일 지독하우야. 얼른 좀 봐 주소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
291,경상도,김해시,김해구산푸르지오파크테르아파트,제강 슬래그 냄새,시간대가 바뀌어도 거의 차이 없음,미언급,미언급,"상담원: 안녕하세요. 김해시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여보세요. 저희 동네에 냄새가 하도 심해가꼬 전화 좀 했심더. 진짜 못 살겠어예.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 구체적으로 말씀해 주실 수 있을까요?

민원인: 그기 뭐라캐야 되노, 쇳내 같은 거 있잖아예. 제철소에서 나는 그 슬래그 냄새 있제예. 쇠 녹이는 그런 매캐한 냄새라예.

상담원: 네, 제강 슬래그 냄새로 이해했습니다. 지금 계신 위치가 어디신지 알려주시겠어요?

민원인: 여기 김해구산푸르지오파크테르아파트라예. 창문만 열어도 그 냄새가 확 들어온다카이... 아이고, 정말 답답합니더.

상담원: 확인했습니다. 혹시 시간대에 따라 냄새 강도가 달라지는 편인가요?

민원인: 아니예, 그기 문제라예. 아침이나 밤이나 낮이나 거의 똑같아예. 시간 바뀐다고 나아지는 것도 없고 계속 그 모양이라 미치겠다 아입니꺼.

상담원: 그러시군요. 혹시 냄새가 어느 방향에서 오는지, 짐작 가는 곳이 있으실까요?

민원인: 그거는 잘 모르겠어예. 어디서 오는지는 콕 집어 말은 못하겠고, 그냥 아파트 전체에 쫙 깔린다카는 느낌이라예. 좀 빨리 알아봐 주이소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
292,전라도,나주시,에듀캐슬아파트,쇳가루 냄새,바람이 불면 심해졌다가 잦아들면 약해짐,지난 한 달간 일정하지 않고 드문드문 불규칙하게 반복,미언급,"상담원: 안녕하세요. 나주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 저기 에듀캐슬아파트 사는 사람인디, 요새 이상한 냄새가 자꾸 나서 전화혔어라.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 뭐랄까잉, 꼭 쇳가루 냄새 같은 거 있잖애. 코 속이 찡허니 쇠맛 도는 그런 냄새랑께.

상담원: 쇳가루 냄새가 난다는 말씀이시군요. 현재 거주하시는 곳이 에듀캐슬아파트가 맞으실까요?

민원인: 잉, 맞어. 에듀캐슬아파트 단지 안이여. 창문만 열어놓으면 그 냄새가 훅 들어와분당께.

상담원: 그러셨군요. 혹시 냄새 강도가 시간에 따라 달라지는 편인가요?

민원인: 그것이 참말로 요상혀라. 바람 좀 세게 불면 냄새가 확 심해졌다가, 바람 잦아들면 또 슬그머니 약해지고 그려.

상담원: 바람의 세기에 따라 변한다는 말씀이군요. 이런 냄새가 언제부터 나기 시작했는지 기억나시나요?

민원인: 한 달쯤 됐는가 싶은디, 매일 나는 것도 아니고 어쩌다 한 번씩 드문드문 나서 더 신경 쓰인당께. 규칙도 없이 불쑥불쑥 올라와분당께로.

상담원: 알겠습니다. 혹시 냄새가 어느 방향에서 나는지 짐작 가시는 곳이 있으실까요?

민원인: 그것까진 나도 잘 모르겄어라. 그냥 바람 타고 오는 것만 알겄고 어디서 시작되는진 통 모르겄네.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
293,제주도,서귀포시,동방아파트서귀포가동 인근,상한 장 냄새,미언급,미언급,미언급,"상담원: 안녕하세요. 서귀포시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 저기 우리 동네에 냄새가 하도 심허영 전화헌 거우다. 도무지 견디질 못허키여.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 뭐랜 헐까게, 꼭 상헌 장 냄새 닮은 거라. 된장이 팍 쉬어불엉 나는 그런 시큼허고 쿰쿰헌 냄새주.

상담원: 그러시군요. 지금 어느 지역에 계신지 위치를 알려주실 수 있을까요?

민원인: 여기 동방아파트 서귀포 가동 근처우다. 그 인근 사는디 창문도 못 열엉 살암주게.

상담원: 위치 확인했습니다. 혹시 냄새가 시간에 따라 더 심해지거나 약해지는 변화가 있으신가요?

민원인: 게메 그건 잘 모르쿠다. 강도까지는 딱 짚엉 말 못허키여. 경해도 계속 났다 안 났다 헌 거 닮아.

상담원: 알겠습니다. 혹시 냄새가 어디서 나는지 짐작 가는 곳이 있으신가요?

민원인: 그것도 어디서 오는 건지 잘 모르쿠다게. 그냥 바람 불민 확 밀령 들어오난 답답허영 죽겠어.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
294,충청도,세종,공공자전거 어울링 대여소_자이아파트,상한 사료 냄새,비 오는 날 평소보다 심해짐,미언급,미언급,"상담원: 안녕하세요. 세종시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 냄새가 너무 심해서 전화혔슈. 도저히 못 참겄어유.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새가 나는지 좀 더 자세히 말씀해 주시겠어요?

민원인: 그게 뭐랄까, 꼭 상한 사료 냄새 같어유. 시큼하면서 쿰쿰한 게 코를 확 찔러유.

상담원: 알겠습니다. 지금 어디 계신지 위치를 말씀해 주실 수 있을까요?

민원인: 지금 공공자전거 어울링 대여소 있는 데유, 자이아파트 앞이유. 여기서 서 있는디 냄새가 진동을 혀유.

상담원: 네, 위치 확인했습니다. 혹시 냄새 강도가 특정 시점에 더 심해지거나 하나요?

민원인: 맞어유, 특히 비 오는 날이믄 평소보다 훨씬 더 독혀유. 눅눅해서 그런지 냄새가 더 깔려서 골치가 아프네유.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
295,강원도,속초시,미소지움더뷰아파트,타이어 타는 냄새,갑자기 심해짐,미언급,미언급,"상담원: 안녕하세요. 속초시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 저기 갑자기 이상한 냄새가 나서 전화했잖소. 집에 있는데 도저히 못 견디겠소.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 그게 꼭 타이어 태우는 그런 냄새래요. 고무 같은 게 타는 냄새 있잖소. 코가 다 매케하니 아주 못 살겠소.

상담원: 알겠습니다. 지금 계신 위치가 어디신지 여쭤봐도 될까요?

민원인: 여기 미소지움더뷰아파트래요. 창문 열어놨더니 냄새가 확 들어와서 얼른 닫았소.

상담원: 네, 위치 확인했습니다. 그럼 냄새가 처음부터 이 정도였나요, 아니면 갑자기 심해진 건가요?

민원인: 원래는 없었는데 좀 아까부터 갑자기 확 심해졌소. 진짜 순식간에 냄새가 확 퍼지니까 무슨 일 났나 걱정이 되잖소.

상담원: 그러셨군요. 혹시 냄새가 어느 방향에서 나는지 짐작 가시는 곳이 있으신가요?

민원인: 그건 나도 잘 모르겠소. 어디서 나는지는 통 알 수가 없는데, 아무튼 냄새가 아주 독해서 얼른 좀 봐줬으면 좋겠소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
296,경상도,울주군,문수애시앙아파트,젓갈 냄새,10분 간격으로 심해졌다 약해졌다 반복됨,미언급,미언급,"상담원: 안녕하세요. 울주군 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여보세요. 저기 우리 아파트 쪽에 냄새가 하도 심해가지고 전화했심더. 이거 도저히 못 살겠어예.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 좀 더 자세히 말씀해 주시겠어요?

민원인: 그기 뭐랄까, 젓갈 냄새 같은 기라예. 짭짤하이 비릿한 게 딱 젓갈 삭힌 냄새가 확 올라옵니더.

상담원: 젓갈 냄새 말씀이시군요. 지금 계신 위치가 어디쯤 되실까요?

민원인: 여어는 문수애시앙아파트라예. 창문만 열모 바로 그 냄새가 들어와가 아주 환장하겠어예.

상담원: 문수애시앙아파트시군요. 혹시 냄새 강도가 계속 일정한가요, 아니면 변화가 있나요?

민원인: 아 이게 참 요상하이, 딱 십 분 간격으로 심해졌다 약해졌다 반복되는 기라예. 좀 참을 만하다 싶으모 또 확 밀려오고, 사람 미치겠다카이... 아이고, 참.

상담원: 그러셨군요. 혹시 어디서 냄새가 나는지 짐작 가시는 곳이 있으신가요?

민원인: 그거는 내도 잘 모르겠어예. 어데서 오는 긴지 딱 짚지는 못하겠고예, 그냥 바람 불모 냄새가 훅 오는 거 같은데예.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
